Symbol	Name	Change	% Change	Price (Intraday)	50 Day Average	200 Day Average	3-Mo Return	YTD Return	52 Week Range
0P0001BF1G.BO	Kotak Bluechip Dividend Reinvestment Direct	+0.65	+1.09%	60.22	58.28	56.53	12.10%	6.53%	
0P0000XV5J.BO	Kotak Bluechip Dividend Payout Direct	+0.65	+1.09%	60.22	58.28	56.53	12.10%	6.53%	
0P00005WSD.BO	Kotak Bluechip Dividend Payout	+0.57	+1.08%	52.33	50.71	49.38	11.74%	5.85%	
0P00005WDK.BO	Nippon India Power & Infra Fund - Bonus	+1.06	+0.53%	202.06	191.94	177.75	18.24%	16.63%	
0P00005WDL.BO	Nippon India Power & Infra Fund Dividend Payout	+0.24	+0.53%	45.31	43.04	41.59	18.24%	15.94%	
0P0000XVDC.BO	Nippon India Power & Infra Fund Direct Plan Dividend Payout Option	+0.27	+0.53%	50.12	47.59	45.72	18.43%	16.39%	
0P00005WDM.BO	Nippon India Power & Infra Fund - Growth	+1.06	+0.53%	202.06	191.94	177.75	18.24%	16.63%	
0P0001BB2D.BO	Nippon India Power & Infra Fund Direct Plan Dividend Reinvestment Option	+0.27	+0.53%	50.12	47.59	45.72	18.43%	16.39%	
0P0001BB2E.BO	Nippon India Power & Infra Fund Dividend Reinvestment	+0.24	+0.53%	45.31	43.04	41.59	18.24%	15.94%	
0P0000XVD7.BO	Nippon India Power & Infra Fund - Direct Plan - Growth	+1.14	+0.53%	215.18	204.09	188.73	18.43%	16.99%	
0P0000NNET.BO	HDFC Standard Life - Blue Chip Wealth Builder	+0.43	+1.12%	38.50	37.24	36.39	11.49%	5.25%	
0P0001BBK2.BO	UTI - Treasury Advantage Fund - Direct Plan - Weekly Dividend Reinvestment Option	+0.40	+0.04%	1,021.68	1,022.17	1,022.08	1.95%	3.68%	
0P0001BBK9.BO	UTI - Treasury Advantage Fund - Discontinued Monthly Dividend Reinvestment Option	+0.38	+0.04%	1,034.40	1,033.36	1,034.72	1.92%	3.38%	
0P0001BBKA.BO	UTI - Treasury Advantage Fund - Discontinued - Periodic Dividend Reinvestment Plan	+0.38	+0.04%	1,050.38	1,049.40	1,048.56	1.92%	3.38%	
0P0000XVUN.BO	UTI - Treasury Advantage Fund - Direct Plan - Daily Dividend Reinvestment Option	+0.46	+0.04%	1,185.11	1,177.76	1,151.13	2.07%	3.68%	
0P00009MX6.BO	UTI - Treasury Advantage Fund - Regular Plan - Weekly Dividend Payout Option	+0.46	+0.04%	1,182.75	1,175.38	1,149.08	2.04%	3.63%	
0P0001BBK5.BO	UTI - Treasury Advantage Fund - Regular Plan - Monthly Dividend Reinvestment Option	+0.47	+0.04%	1,203.40	1,195.90	1,169.14	2.04%	3.63%	
0P00017I1N.BO	UTI - Treasury Advantage Fund - Regular Plan - Half Yearly Dividend Payout Option	+0.47	+0.04%	1,208.24	1,200.86	1,174.10	2.04%	3.63%	
0P0001BBJZ.BO	UTI - Treasury Advantage Fund - Direct Plan - Fortnightly Dividend Reinvestment Option	+0.53	+0.04%	1,338.56	1,340.38	1,340.07	2.07%	3.68%	
0P0001BBK1.BO	UTI - Treasury Advantage Fund - Direct Plan - Monthly Dividend Reinvestment Option	+0.47	+0.04%	1,211.91	1,204.23	1,176.89	2.07%	3.68%	
0P00009JE1.BO	UTI - Treasury Advantage Fund - Discontinued - Periodic Dividend Payout Plan	+0.38	+0.04%	1,050.38	1,049.40	1,048.56	1.92%	3.38%	
0P0001BBJX.BO	UTI - Treasury Advantage Fund - Regular Plan - Fortnightly Dividend Reinvestment Option	+0.51	+0.04%	1,329.89	1,331.66	1,331.36	2.04%	3.62%	
0P0000XX0Q.BO	UTI - Treasury Advantage Fund - Direct Plan - Weekly Dividend Payout Option	+0.40	+0.04%	1,021.68	1,022.17	1,022.08	1.95%	3.68%	
0P0001BBK3.BO	UTI - Treasury Advantage Fund - Regular Plan - Flexi Dividend Reinvestment Option	+0.45	+0.04%	1,164.23	1,157.11	1,131.33	2.04%	3.63%	
0P0000XX0Q.BO	UTI - Treasury Advantage Fund - Direct Plan - Weekly Dividend Payout Option	+0.40	+0.04%	1,021.68	1,022.17	1,022.08	1.95%	3.68%	
0P0001BBK3.BO	UTI - Treasury Advantage Fund - Regular Plan - Flexi Dividend Reinvestment Option	+0.45	+0.04%	1,164.23	1,157.11	1,131.33	2.04%	3.63%	
0P0001BBK8.BO	UTI - Treasury Advantage Fund - Regular Plan - Weekly Dividend Reinvestment Option	+0.46	+0.04%	1,182.75	1,175.38	1,149.08	2.04%	3.63%	
0P00009MX2.BO	UTI - Treasury Advantage Fund - Discontinued Monthly Dividend Payout Option	+0.38	+0.04%	1,034.40	1,033.36	1,034.72	1.92%	3.38%	
0P0001BBK7.BO	UTI - Treasury Advantage Fund - Regular Plan - Quarterly Dividend Reinvestment Option	+0.48	+0.04%	1,254.44	1,255.72	1,236.61	2.04%	3.62%	
0P0001BBJX.BO	UTI - Treasury Advantage Fund - Regular Plan - Fortnightly Dividend Reinvestment Option	+0.51	+0.04%	1,329.89	1,331.66	1,331.36	2.04%	3.62%	
0P0001C5WD.BO	UTI - Treasury Advantage Fund - Direct Plan - Annual Dividend Reinvestment Option	+0.45	+0.04%	1,149.01	1,141.88	1,116.07	2.07%	3.68%	
0P00015AK0.BO	UTI - Treasury Advantage Fund - Regular Plan - Fortnightly Dividend Payout Option	+0.51	+0.04%	1,329.89	1,331.66	1,331.36	2.04%	3.62%	
0P0001BBJW.BO	UTI - Treasury Advantage Fund - Discontinued - Annaul Dividend Reinvestment Option	+1.06	+0.04%	2,926.37	2,909.67	2,848.76	2.70%	4.73%	
0P0000XVUS.BO	UTI - Treasury Advantage Fund - Direct Plan - Growth Option	+1.22	+0.04%	3,104.04	3,084.39	3,014.35	2.07%	3.68%	
0P000155OI.BO	UTI - Treasury Advantage Fund - Direct Plan - Half Yearly Dividend Payout Option	+0.48	+0.04%	1,200.88	1,193.43	1,166.45	2.07%	3.68%	
0P0001BBJV.BO	UTI - Treasury Advantage Fund - Discontinued - Quarterly Dividend Reinvestment Option	+0.70	+0.04%	1,925.72	1,914.50	1,874.25	1.93%	3.40%	
0P0000V77M.BO	UTI - Treasury Advantage Fund - Regular Plan - Quarterly Dividend Payout Option	+0.48	+0.04%	1,254.44	1,255.72	1,236.61	2.04%	3.62%	
0P00009MWY.BO	UTI - Treasury Advantage Fund - Discontinued Flexi Dividend Payout Plan	+0.40	+0.04%	1,089.16	1,088.15	1,087.27	-0.10%	-0.04%	
0P0001BBK4.BO	UTI - Treasury Advantage Fund - Regular Plan - Half Yearly Dividend Reinvestment Option	+0.47	+0.04%	1,208.24	1,200.86	1,174.10	2.04%	3.63%	
0P00005UY8.BO	UTI - Treasury Advantage Fund - Regular Plan - Bonus Option	+0.99	+0.04%	2,558.36	2,542.40	2,485.51	2.04%	3.63%	
0P0001BBK0.BO	UTI - Treasury Advantage Fund - Direct Plan - Half Yearly Dividend Reinvestment Option	+0.48	+0.04%	1,200.88	1,193.43	1,166.45	2.07%	3.68%	
0P00005UY7.BO	UTI - Treasury Advantage Fund - Discontinued Growth Option	+1.97	+0.04%	5,446.24	5,414.51	5,300.69	1.93%	3.40%	
0P0001C5WC.BO	UTI - Treasury Advantage Fund - Direct Plan - Annual Dividend Payout Option	+0.45	+0.04%	1,149.01	1,141.88	1,116.07	2.07%	3.68%	
0P00016H3O.BO	UTI - Treasury Advantage Fund - Direct Plan - Fortnightly Dividend Payout Option	+0.53	+0.04%	1,338.56	1,340.38	1,340.07	2.07%	3.68%	
0P00015M8M.BO	UTI - Treasury Advantage Fund - Direct Plan - Flexi Dividend Payout Option	+0.52	+0.04%	1,317.31	1,309.14	1,279.54	2.07%	3.68%	
0P00014OC2.BO	UTI - Treasury Advantage Fund - Regular Plan - Flexi Dividend Payout Option	+0.45	+0.04%	1,164.23	1,157.11	1,131.33	2.04%	3.63%	
0P0001BBK6.BO	UTI - Treasury Advantage Fund - Direct Plan - Quarterly Dividend Reinvestment Option	+0.66	+0.04%	1,664.29	1,653.97	1,616.57	2.07%	3.68%	
0P00005UY4.BO	UTI - Treasury Advantage Fund - Discontinued - Annaul Dividend Payout Option	+1.06	+0.04%	2,926.37	2,909.67	2,848.76	2.70%	4.73%	
0P0000XVUP.BO	UTI - Treasury Advantage Fund - Direct Plan - Monthly Dividend Payout Option	+0.47	+0.04%	1,211.91	1,204.23	1,176.89	2.07%	3.68%	
0P00005UY5.BO	UTI - Treasury Advantage Fund - Discontinued Bonus Option	+1.32	+0.04%	3,630.41	3,609.69	3,534.13	1.93%	3.40%	
0P0000XV6E.BO	Kotak Liquid Fund Growth Direct	+0.91	+0.02%	4,625.87	4,602.93	4,524.96	1.79%	3.42%	
0P0000XV6F.BO	Kotak Liquid Fund Daily Dividend Reinvestment Direct	0.00	0.00%	1,222.81	1,222.81	1,222.81	1.75%	3.36%	
0P00005WU8.BO	Kotak Liquid Fund Growth	+0.89	+0.02%	4,592.94	4,570.29	4,493.74	1.76%	3.36%	
0P00005WU6.BO	Kotak Liquid Fund Daily Dividend Reinvestment	0.00	0.00%	1,222.81	1,222.81	1,222.81	1.72%	3.29%	
0P00005UP7.BO	Nippon India Growth Fund Dividend Payout	+0.54	+0.64%	84.66	79.41	78.89	20.78%	12.67%	
0P00009Q09.BO	Nippon India Growth Fund Institutional Dividend Payout	+5.47	+0.64%	851.19	798.20	759.36	20.87%	13.45%	
0P00005UP8.BO	Nippon India Growth Fund - Growth	+15.69	+0.64%	2,449.33	2,297.51	2,187.83	20.78%	13.27%	
0P0001BB37.BO	Nippon India Growth Fund Dividend Reinvestment	+0.54	+0.64%	84.66	79.41	78.89	20.78%	12.67%	
0P0001BB36.BO	Nippon India Growth Fund Direct Plan Dividend Reinvestment Option	+0.82	+0.64%	126.58	118.55	115.98	21.02%	13.40%	
0P0001BB38.BO	Nippon India Growth Fund Institutional Dividend Reinvestment	+5.47	+0.64%	851.19	798.20	759.36	20.87%	13.45%	
0P0000XVDN.BO	Nippon India Growth Fund - Direct Plan Bonus Plan - Bonus	+2.82	+0.64%	438.47	411.03	390.45	21.02%	13.71%	
0P0000NPDA.BO	Max Life - Group SuperAnnuation Growth Fund	0.00	0.00%	24.47	24.47	24.47	0.00%	-0.01%	
0P0001BAX9.BO	LIC MF Liquid Fund-Direct Plan Dividend Reinvestment Option	0.00	0.00%	1,014.67	1,014.67	1,014.06	1.76%	3.39%	
0P00005WVU.BO	LIC MF Liquid Growth	+0.73	+0.02%	4,106.64	4,089.49	4,032.50	1.75%	3.35%	
0P0001BAXA.BO	LIC MF Liquid Dividend Reinvestment	0.00	0.00%	1,000.18	1,000.18	1,000.13	1.72%	3.32%	
0P0000XV9G.BO	LIC MF Liquid Fund-Direct Plan-Growth Option	+0.76	+0.02%	4,157.33	4,139.60	4,080.78	1.78%	3.42%	
0P0000XUXU.BO	ICICI Prudential Gilt Fund Direct Plan Dividend Payout	-0.01	-0.07%	17.60	17.47	16.97	2.88%	4.72%	
0P0001BAEP.BO	ICICI Prudential Gilt Fund Dividend Reinvestment	-0.01	-0.07%	16.78	16.65	16.21	2.75%	4.45%	
0P00005UMK.BO	ICICI Prudential Gilt Fund Dividend Payout	-0.01	-0.07%	16.78	16.65	16.21	2.75%	4.45%	
0P0000XUXV.BO	ICICI Prudential Gilt Fund Direct Plan Growth	-0.06	-0.07%	93.31	92.61	89.98	2.88%	4.72%	
0P0001BAEO.BO	ICICI Prudential Gilt Fund Direct Plan Dividend Reinvestment	-0.01	-0.07%	17.60	17.47	16.97	2.88%	4.72%	
0P00005UML.BO	ICICI Prudential Gilt Fund Growth	-0.06	-0.07%	87.52	86.88	84.55	2.75%	4.45%	
0P0000NRFA.BO	SBI Life - Equity Elite Fund II	+0.39	+0.97%	40.02	38.87	37.95	10.13%	5.41%	
0P0000NPBB.BO	Kotak Mahindra Old Mutual Life - Kotak Classic Opportunities Fund	+0.56	+1.15%	49.12	47.17	45.95	13.94%	6.34%	
0P0000NQ9J.BO	Bajaj Allianz Life - Accelerator Mid Cap Fund II	+0.41	+0.75%	55.27	52.63	50.79	17.08%	8.95%	
0P0000NQ9P.BO	Bajaj Allianz Life - Pure Stock Fund	+0.99	+0.94%	105.70	101.46	98.65	12.48%	7.47%	
0P0001BB5W.BO	Nippon India Vision Fund Direct Plan Dividend Reinvestment Option	+0.40	+0.73%	54.72	52.33	51.24	15.00%	5.18%	
0P0001BB5X.BO	Nippon India Vision Fund Dividend Reinvestment	+0.36	+0.73%	49.53	47.38	46.56	14.86%	4.51%	
0P0000XVG4.BO	Nippon India Vision Fund - Direct Plan - Bonus Plan	+1.21	+0.73%	166.05	158.67	152.63	15.00%	9.40%	
0P00005UQP.BO	Nippon India Vision Fund - Growth	+6.70	+0.73%	920.92	880.99	848.30	14.86%	9.13%	
0P0000XVG7.BO	Nippon India Vision Fund Direct Plan Dividend Payout Option	+0.40	+0.73%	54.72	52.33	51.24	15.00%	5.18%	
0P00005UQO.BO	Nippon India Vision Fund Dividend Payout	+0.36	+0.73%	49.53	47.38	46.56	14.86%	4.51%	
0P0000NPCT.BO	LIC of India - Market Plus I - Growth	+0.30	+0.79%	37.26	36.24	35.13	10.39%	5.65%	
0P0000NQ9M.BO	Bajaj Allianz Life - Equity Growth Fund II	+0.58	+1.04%	55.81	54.01	52.61	11.70%	5.38%	
0P0000XW1Y.BO	DSP India T.I.G.E.R. Fund Direct Plan Dividend Payout	+0.26	+0.71%	36.97	35.19	34.53	17.52%	12.19%	
0P0001B9ZS.BO	DSP India T.I.G.E.R. Fund Direct Plan Dividend Reinvestment	+0.26	+0.71%	36.97	35.19	34.53	17.52%	12.19%	
0P0000XW1Z.BO	DSP India T.I.G.E.R. Fund - Direct Plan - Growth	+1.39	+0.71%	195.62	186.18	174.94	17.52%	12.85%	
0P00005VAC.BO	DSP India T.I.G.E.R. Fund - Regular Plan - Growth	+1.30	+0.71%	183.52	174.80	164.67	17.26%	12.37%	
0P0001B9ZT.BO	DSP India T.I.G.E.R. Fund Regular Plan Dividend Reinvestment	+0.14	+0.71%	20.42	19.45	19.16	17.26%	11.68%	
0P0001BA4K.BO	Franklin India Equity Advantage Fund Dividend Reinvestment	+0.20	+1.12%	17.48	16.77	17.39	4.64%	-1.70%	
0P0000XW59.BO	Franklin India Equity Advantage Fund - Direct - Growth	+1.57	+1.12%	139.83	133.98	130.43	14.14%	7.41%	
0P0000XW58.BO	Franklin India Equity Advantage Fund Direct Dividend Payout	+0.22	+1.12%	19.68	18.86	19.53	4.73%	-1.45%	
0P00005VD1.BO	Franklin India Equity Advantage Fund Dividend Payout	+0.20	+1.12%	17.48	16.77	17.39	4.64%	-1.70%	
0P00005VD0.BO	Franklin India Equity Advantage Fund Growth	+1.44	+1.12%	129.21	123.92	120.93	13.87%	6.97%	
0P0001BA4C.BO	Franklin India Bluechip Fund Dividend Reinvestment	+0.41	+1.01%	40.84	39.42	40.56	12.06%	-4.56%	
0P0001BA4B.BO	Franklin India Bluechip Fund- Direct -Dividend Reinvestment	+0.48	+1.02%	46.61	44.94	46.07	12.34%	-3.96%	
0P0000XW57.BO	Franklin India Bluechip Fund- Direct - Growth	+8.18	+1.02%	802.47	773.70	752.86	12.35%	6.65%	
0P0000XW56.BO	Franklin India Bluechip Fund- Direct -Dividend Payout	+0.48	+1.02%	46.61	44.94	46.07	12.34%	-3.96%	
0P00005VCY.BO	Franklin India Bluechip Fund Dividend Payout	+0.41	+1.01%	40.84	39.42	40.56	12.06%	-4.56%	
0P0000NQXH.BO	ICICI Prudential Life - Money Market Fund	+0.01	+0.03%	24.67	24.52	24.07	1.65%	3.14%	
0P00005WNE.BO	HDFC Top 100 Fund Growth	+8.28	+1.02%	812.91	783.32	753.48	12.75%	7.93%	
0P0000XW90.BO	HDFC Top 100 Fund -Direct Plan Dividend Payout Option	+0.58	+1.02%	56.46	54.38	55.25	12.91%	-1.35%	
0P0001BA9B.BO	HDFC Top 100 Fund Dividend Reinvestment	+0.51	+1.02%	49.82	48.01	49.22	12.76%	-2.79%	
0P0001BA9A.BO	HDFC Top 100 Fund -Direct Plan Dividend Reinvestment Option	+0.58	+1.02%	56.46	54.38	55.25	12.91%	-1.35%	
0P00005WNC.BO	HDFC Top 100 Fund Dividend Payout	+0.51	+1.02%	49.82	48.01	49.22	12.76%	-2.79%	
0P0000XW91.BO	HDFC Top 100 Fund -Direct Plan - Growth Option	+8.88	+1.02%	868.55	836.51	803.20	12.91%	8.24%	
0P00009RKB.BO	JM Low Duration Fund Fortnightly Dividend Reinvestment	+0.00	+0.04%	11.09	11.09	11.09	1.83%	3.28%	
0P0000XV4V.BO	JM Low Duration Fund (Direct) Daily Dividend Reinvestment Option	0.00	0.00%	10.85	10.85	10.85	1.94%	3.50%	
0P0000YK4B.BO	JM Low Duration Fund Bonus Option - Principal units	+0.01	+0.04%	19.39	19.27	18.89	1.83%	3.28%	
0P0000XV4T.BO	JM Low Duration Fund (Direct) Fortnightly Dividend Reinvestment Option	+0.01	+0.05%	11.13	11.13	11.13	1.94%	3.51%	
0P00009RKA.BO	JM Low Duration Fund Weekly Dividend Reinvestment	+0.01	+0.04%	11.41	11.41	11.41	1.83%	3.28%	
0P0000YK4A.BO	JM Low Duration Fund (Direct) - Bonus Option - Principal units	+0.01	+0.05%	19.74	19.62	19.19	1.94%	3.51%	
0P0000XV4W.BO	JM Low Duration Fund (Direct) - Growth Option	+0.01	+0.05%	32.78	32.58	31.88	1.94%	3.51%	
0P00009MX4.BO	JM Low Duration Fund Daily Dividend Reinvestment	0.00	0.00%	10.82	10.82	10.82	1.82%	3.27%	
0P00009JD2.BO	JM Low Duration Fund Growth	+0.01	+0.04%	32.18	31.99	31.35	1.83%	3.28%	
0P0000XV4U.BO	JM Low Duration Fund (Direct) Weekly Dividend Reinvestment Option	+0.01	+0.05%	11.45	11.46	11.45	1.95%	3.51%	
0P0001985A.BO	Canara HSBC OBC Life-UL India Multi- Cap Equity Fund	+0.22	+1.04%	21.55	20.84	20.30	12.98%	5.57%	
0P0000XWBQ.BO	UTI Unit Linked Insurance Plan- Direct	+0.08	+0.23%	36.35	35.57	34.68	7.78%	5.73%	
0P0001F66Q.BO	UTI Unit Linked Insurance Plan 15 Yr Dir	+0.08	+0.23%	36.35	35.57	34.68	7.78%	5.73%	
0P0001F66P.BO	UTI Unit Linked Insurance Plan15 Year	+0.08	+0.23%	34.09	33.38	32.62	7.60%	5.36%	
0P00005WL9.BO	UTI Unit Linked Insurance	+0.08	+0.23%	34.09	33.38	32.62	7.60%	5.36%	
0P0001BBDH.BO	Tata Infrastructure Fund Dividend Reinvestment	+0.21	+0.39%	54.60	51.77	48.88	17.49%	14.81%	
0P0001BBDG.BO	Tata Infrastructure Fund Direct Plan Dividend Reinvestment	+0.26	+0.40%	64.39	61.01	57.43	17.74%	15.35%	
0P00005WI3.BO	Tata Infrastructure Fund Dividend Payout	+0.21	+0.39%	54.60	51.77	48.88	17.49%	14.81%	
0P0000XVP2.BO	Tata Infrastructure Fund Direct Plan Growth	+0.49	+0.40%	122.89	116.42	109.59	17.74%	15.35%	
0P00005WI4.BO	Tata Infrastructure Fund Growth	+0.45	+0.39%	115.19	109.21	103.10	17.49%	14.83%	
0P00009QD7.BO	SBI Magnum Low Duration Fund Institutional Growth	+0.96	+0.03%	3,088.65	3,070.89	3,005.25	1.94%	3.42%	
0P00009QD6.BO	SBI Magnum Low Duration Fund Institutional Daily Dividend Reinvestment	+0.37	+0.03%	1,182.29	1,175.49	1,150.06	1.98%	3.46%	
0P0000XVLK.BO	SBI Magnum Low Duration Fund Direct Plan Monthly Dividend Payout	+0.48	+0.03%	1,387.82	1,379.09	1,347.28	2.09%	3.71%	
0P0001BB9O.BO	SBI Magnum Low Duration Fund Direct Plan Monthly Dividend Reinvestment	+0.48	+0.03%	1,387.82	1,379.09	1,347.28	2.09%	3.71%	
0P0001BB9T.BO	SBI Magnum Low Duration Fund Regular Plan Weekly Dividend Reinvestment	+0.37	+0.03%	1,182.21	1,175.42	1,150.29	1.94%	3.42%	
0P00009QDB.BO	SBI Magnum Low Duration Fund Regular Plan Daily Dividend Reinvestment	+0.37	+0.03%	1,182.23	1,175.43	1,150.31	1.94%	3.42%	
0P0000XVLM.BO	SBI Magnum Low Duration Fund Direct Plan Daily Dividend Reinvestment	+0.41	+0.03%	1,204.03	1,196.46	1,168.87	2.09%	3.71%	
0P0000XVLN.BO	SBI Magnum Low Duration Fund Direct Plan Growth	+1.07	+0.03%	3,123.23	3,103.58	3,032.00	2.09%	3.71%	
0P00009QD9.BO	SBI Magnum Low Duration Fund Regular Plan Fortnightly Dividend Payout	+0.37	+0.03%	1,202.92	1,196.00	1,170.43	1.94%	3.42%	
0P0000XVLI.BO	SBI Magnum Low Duration Fund Direct Plan Fortnightly Dividend Payout	+0.42	+0.03%	1,225.00	1,217.29	1,189.22	2.09%	3.71%	
0P0001BB9S.BO	SBI Magnum Low Duration Fund Regular Plan Monthly Dividend Reinvestment	+0.41	+0.03%	1,331.23	1,323.57	1,295.30	1.94%	3.42%	
0P00009QDA.BO	SBI Magnum Low Duration Fund Regular Plan Weekly Dividend Payout	+0.37	+0.03%	1,182.21	1,175.42	1,150.29	1.94%	3.42%	
0P0001BB9Q.BO	SBI Magnum Low Duration Fund Institutional Weekly Dividend Reinvestment	+0.36	+0.03%	1,179.57	1,172.79	1,147.72	1.94%	3.42%	
0P0001BB9R.BO	SBI Magnum Low Duration Fund Regular Plan Fortnightly Dividend Reinvestment	+0.37	+0.03%	1,202.92	1,196.00	1,170.43	1.94%	3.42%	
0P00009QD8.BO	SBI Magnum Low Duration Fund Regular Plan Monthly Dividend Payout	+0.41	+0.03%	1,331.23	1,323.57	1,295.30	1.94%	3.42%	
0P0001BB9P.BO	SBI Magnum Low Duration Fund Direct Plan Weekly Dividend Reinvestment	+0.42	+0.03%	1,205.73	1,198.15	1,170.51	2.09%	3.71%	
0P00009QD5.BO	SBI Magnum Low Duration Fund Institutional Weekly Dividend Payout	+0.36	+0.03%	1,179.57	1,172.79	1,147.72	1.94%	3.42%	
0P0001BB9N.BO	SBI Magnum Low Duration Fund Direct Plan Fortnightly Dividend Reinvestment	+0.42	+0.03%	1,225.00	1,217.29	1,189.22	2.09%	3.71%	
0P00005WNN.BO	HSBC Cash Fund Weekly Dividend Payout	+0.21	+0.02%	1,107.86	1,108.03	1,108.06	1.57%	3.04%	
0P0001BA9J.BO	HSBC Cash Fund Monthly Dividend Reinvestment	+0.19	+0.02%	1,002.83	1,005.12	1,005.12	1.18%	2.82%	
0P0001BA9H.BO	HSBC Cash Fund Monthly Dividend Reinvestment Direct	+0.20	+0.02%	1,038.44	1,040.78	1,040.83	1.20%	2.86%	
0P00005WNM.BO	HSBC Cash Fund Monthly Dividend Payout	+0.19	+0.02%	1,002.83	1,005.12	1,005.12	1.18%	2.82%	
0P00005WNG.BO	HSBC Cash Fund Institutional Daily Dividend Reinvestment	0.00	0.00%	1,562.83	1,562.83	1,562.82	1.74%	3.38%	
0P0000XW96.BO	HSBC Cash Fund Monthly Dividend Payout Direct	+0.20	+0.02%	1,038.44	1,040.78	1,040.83	1.20%	2.86%	
0P00005WNK.BO	HSBC Cash Fund Daily Dividend Reinvestment	0.00	0.00%	1,001.38	1,001.38	1,001.38	1.74%	3.38%	
0P0000XW94.BO	HSBC Cash Fund Daily Dividend Reinvestment Direct	0.00	0.00%	1,001.00	1,001.00	1,000.96	1.77%	3.43%	
0P00005WNL.BO	HSBC Cash Fund Growth	+0.87	+0.04%	2,263.53	2,252.07	2,214.03	1.82%	3.39%	
0P00005WNQ.BO	HSBC Cash Fund Regular Weekly Dividend Reinvestment	+0.20	+0.02%	1,001.13	1,001.28	1,001.08	1.84%	3.67%	
0P0000XW95.BO	HSBC Cash Fund Growth Direct	+0.44	+0.02%	2,280.54	2,269.17	2,230.45	1.79%	3.46%	
0P0001BA9I.BO	HSBC Cash Fund Weekly Dividend Reinvestment Direct	+0.23	+0.02%	1,195.59	1,195.76	1,195.81	1.79%	3.45%	
0P00005WNP.BO	HSBC Cash Fund Regular Growth	+0.63	+0.02%	3,266.46	3,250.22	3,195.18	1.77%	3.41%	
0P00005WNO.BO	HSBC Cash Fund Regular Dividend Payout	0.00	0.00%	1,019.30	1,019.30	1,019.30	1.53%	1.53%	
0P0001BA9M.BO	HSBC Cash Fund Weekly Dividend Reinvestment	+0.21	+0.02%	1,107.86	1,108.03	1,108.06	1.57%	3.04%	
0P0000XW97.BO	HSBC Cash Fund Weekly Dividend Payout Direct	+0.23	+0.02%	1,195.59	1,195.76	1,195.81	1.79%	3.45%	
0P00005UX1.BO	Tata Short Term Bond Fund Regular Growth	-0.02	-0.04%	41.60	41.42	40.41	2.11%	3.81%	
0P0001BBEA.BO	Tata Short Term Bond Fund Direct Plan Periodic Dividend Reinvestment Option	-0.01	-0.04%	24.02	23.90	23.25	2.31%	4.23%	
0P0001BBEB.BO	Tata Short Term Bond Fund Regular Dividend Reinvestment	-0.01	-0.04%	18.78	18.70	18.25	2.12%	3.81%	
0P00015FQH.BO	Tata Short Term Bond Fund Direct Plan Periodic Dividend Payout Option	-0.01	-0.04%	24.02	23.90	23.25	2.31%	4.23%	
0P0000XVPG.BO	Tata Short Term Bond Fund Direct Plan Growth	-0.02	-0.04%	45.28	45.05	43.84	2.31%	4.23%	
0P0000XXZO.BO	Tata Short Term Bond Fund Direct Plan Dividend Payout/Bonus	-0.01	-0.04%	20.56	20.45	19.90	2.31%	4.23%	
0P00005UX0.BO	Tata Short Term Bond Fund Regular Dividend Payout	-0.01	-0.04%	18.78	18.70	18.25	2.12%	3.81%	
0P0001BA89.BO	HDFC Growth Opportunities Fund Dividend Reinvestment	+0.23	+0.84%	27.77	26.32	26.12	18.07%	4.06%	
0P00005WW8.BO	HDFC Growth Opportunities Fund Dividend Payout	+0.23	+0.84%	27.77	26.32	26.12	18.07%	4.06%	
0P0001BA88.BO	HDFC Growth Opportunities Fund Direct Dividend Reinvestment Plan	+0.29	+0.84%	34.66	32.83	32.27	18.29%	5.70%	
0P0000XVAF.BO	HDFC Growth Opportunities Fund Direct Dividend Payout Plan- Payout	+0.29	+0.84%	34.66	32.83	32.27	18.29%	5.70%	
0P0000XVAE.BO	HDFC Growth Opportunities Fund - Direct Growth Plan- Growth	+1.91	+0.84%	228.56	216.46	206.73	18.29%	10.88%	
0P0001BADT.BO	ICICI Prudential Smallcap Fund Direct Plan Dividend Reinvestment	+0.08	+0.15%	53.95	50.26	48.22	20.80%	14.93%	
0P00009PUP.BO	ICICI Prudential Smallcap Fund Dividend Payout	+0.04	+0.13%	30.04	28.01	27.25	20.50%	14.31%	
0P0000XUY5.BO	ICICI Prudential Smallcap Fund Direct Plan Dividend Payout	+0.08	+0.15%	53.95	50.26	48.22	20.80%	14.93%	
0P0001BADU.BO	ICICI Prudential Smallcap Fund Dividend Reinvestment	+0.04	+0.13%	30.04	28.01	27.25	20.50%	14.31%	
0P0000XUY2.BO	ICICI Prudential Smallcap Fund Direct Plan Growth	+0.10	+0.15%	67.88	63.24	59.85	20.80%	14.93%	
0P0001BB1D.BO	Principal Low Duration Fund Weekly Dividend Reinvestment	+0.37	+0.04%	1,008.82	1,009.18	998.70	0.04%	1.23%	
0P0000XVC7.BO	Principal Low Duration Fund Direct Plan Daily Dividend Reinvestment Option	0.00	0.00%	1,008.26	1,008.26	1,005.19	0.02%	0.00%	
0P0001O8FT.BO	Sundaram Low Duration Fund Direct Fortnightly Income Dist cum Cap Wdrl	+0.46	+0.04%	1,098.61	1,097.10	1,096.87	2.02%	3.33%	
